"Year","FieldLocation","State","City","EnvID","Pedigree","Experiment","Plot","PlotID","Block","Replicate","AnthesisDays","SilkingDays","PlantHeight","EarHeight","StalkLodging","GrainMoisture","GrainYield"
2022,"IAH4","IA","Ames","IA2022","MO44_LH145_0138/LH244","G2F_Main",674,"G2F22117634",14,2,63,64,244,130,2,17.3,173.57
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHP02_0014/LH244","G2F_Main",675,"G2F22117635",14,2,63,66,284,140,0,18.2,225.81
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0028/LH244","G2F_Main",676,"G2F22117636",14,2,59,61,245,105,0,17.9,179.48
2022,"IAH4","IA","Ames","IA2022","W10001_0031/LH244","G2F_Main",677,"G2F22117637",14,2,60,62,239,121,2,16.9,145.21
2022,"IAH4","IA","Ames","IA2022","W10001_0022/LH244","G2F_Main",678,"G2F22117638",14,2,60,62,258,147,3,18,201.52
2022,"IAH4","IA","Ames","IA2022","W10010_0124/LH244","G2F_Main",679,"G2F22117639",14,2,62,63,270,131,3,17.4,213.42
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0004/LH244","G2F_Main",680,"G2F22117640",14,2,64,66,257,124,0,17.6,209.96
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHN46_0019/LH244","G2F_Main",681,"G2F22117641",15,2,60,62,224,94,0,16.2,125.72
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHK76_0004/LH244","G2F_Main",682,"G2F22117642",15,2,60,61,231,105,4,16.7,194.99
2022,"IAH4","IA","Ames","IA2022","NC528/LH244","G2F_Main",683,"G2F22117643",15,2,68,71,278,142,0,22.7,216.48
2022,"IAH4","IA","Ames","IA2022","LH213/LH244","G2F_Main",684,"G2F22117644",15,2,63,66,251,107,0,19.4,213
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_LH212HT_0001/LH244","G2F_Main",685,"G2F22117645",15,2,63,65,258,134,0,16.9,229.32
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHJ89_0011/LH244","G2F_Main",686,"G2F22117646",15,2,60,62,211,105,0,16.7,190.26
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHP02_0030/LH244","G2F_Main",687,"G2F22117647",15,2,61,62,218,93,0,18.2,224.95
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHN46_0003/LH244","G2F_Main",688,"G2F22117648",15,2,64,66,235,130,0,18.6,208.61
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHK76_0018/LH244","G2F_Main",689,"G2F22117649",15,2,60,63,230,92,0,17.5,181.31
2022,"IAH4","IA","Ames","IA2022","PHB47/LH244","G2F_Main",690,"G2F22117650",15,2,62,66,235,100,0,16.9,167.24
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHJ89_0009/LH244","G2F_Main",691,"G2F22117651",15,2,62,65,215,103,1,17.9,214.46
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0009/LH244","G2F_Main",692,"G2F22117652",15,2,64,65,237,89,2,17,185.64
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHN46_0009/LH244","G2F_Main",693,"G2F22117653",15,2,62,63,219,94,3,15.6,215.86
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHN46_0011/LH244","G2F_Main",694,"G2F22117654",15,2,61,63,221,105,1,17.2,216.47
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHK76_0021/LH244","G2F_Main",695,"G2F22117655",15,2,60,62,223,102,0,16.9,172.14
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHN46_0021/LH244","G2F_Main",696,"G2F22117656",15,2,63,67,241,134,0,19,228.38
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0005/LH244","G2F_Main",697,"G2F22117657",15,2,63,65,246,130,1,18.2,266.52
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_LH212HT_0017/LH244","G2F_Main",698,"G2F22117658",15,2,63,64,263,140,0,17.3,162.78
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0001/LH244","G2F_Main",699,"G2F22117659",15,2,63,67,231,129,1,16.9,268.4
2022,"IAH4","IA","Ames","IA2022","PHN11_LH145_0028/LH244","G2F_Main",700,"G2F22117660",15,2,61,66,220,110,0,16.2,148.02
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHJ89_0001/LH244","G2F_Main",701,"G2F22117661",16,2,64,66,273,133,2,16.6,235.32
2022,"IAH4","IA","Ames","IA2022","PHN11/LH244","G2F_Main",702,"G2F22117662",16,2,62,64,220,131,2,17.2,189.38
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHN46_0011/LH244","G2F_Main",703,"G2F22117663",16,2,65,66,256,132,1,16.4,205.37
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0013/LH244","G2F_Main",704,"G2F22117664",16,2,66,67,240,123,0,16.9,221.36
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_LH212HT_0006/LH244","G2F_Main",705,"G2F22117665",16,2,66,67,252,121,0,19.9,244.46
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0018/LH244","G2F_Main",706,"G2F22117666",16,2,59,61,195,80,0,18.1,165
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHK76_0018/LH244","G2F_Main",707,"G2F22117667",16,2,61,62,226,130,0,16.5,169.63
2022,"IAH4","IA","Ames","IA2022","NC548/LH244","G2F_Main",708,"G2F22117668",16,2,79,82,204,109,0,21.9,48.23
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_LH212HT_0014/LH244","G2F_Main",709,"G2F22117669",16,2,62,65,234,100,0,18.5,229.19
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHK76_0003/LH244","G2F_Main",710,"G2F22117670",16,2,60,61,224,114,0,16.6,163.46
2022,"IAH4","IA","Ames","IA2022","W10001_0014/LH244","G2F_Main",711,"G2F22117671",16,2,59,64,263,127,1,18.9,142.4
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHN46_0009/LH244","G2F_Main",712,"G2F22117672",16,2,63,65,246,110,2,18.5,228.16
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHN46_0002/LH244","G2F_Main",714,"G2F22117674",16,2,60,63,210,104,0,17.2,126.57
2022,"IAH4","IA","Ames","IA2022","2369/LH123HT","G2F_Main",715,"G2F22117675",16,2,66,67,264,132,5,17.9,240.64
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_LH212HT_0061/LH244","G2F_Main",716,"G2F22117676",16,2,62,64,243,101,0,17.8,243.87
2022,"IAH4","IA","Ames","IA2022","GEMN-0225/LH244","G2F_Main",717,"G2F22117677",16,2,64,66,260,145,0,19.4,274.65
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_LH212HT_0002/LH244","G2F_Main",718,"G2F22117678",16,2,62,63,258,132,0,17.5,201.8
2022,"IAH4","IA","Ames","IA2022","W10005_0220/LH244","G2F_Main",719,"G2F22117679",16,2,60,63,216,100,1,18.5,198.75
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_LH212HT_0012/LH244","G2F_Main",720,"G2F22117680",16,2,61,63,234,118,7,17,237.68
2022,"IAH4","IA","Ames","IA2022","PHG29/PHG47","G2F_Main",721,"G2F22117681",17,2,58,60,211,104,3,14.8,154.35
2022,"IAH4","IA","Ames","IA2022","PHW52/PHM49","G2F_Main",722,"G2F22117682",17,2,63,66,205,93,2,19.2,217.36
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_LH212HT_0047/LH244","G2F_Main",723,"G2F22117683",17,2,62,64,241,126,0,16.8,222.76
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0017/LH244","G2F_Main",724,"G2F22117684",17,2,63,64,251,138,6,17.5,241.46
2022,"IAH4","IA","Ames","IA2022","MBS3755GTCBLL/MBS8488DC RIB","G2F_Main",725,"G2F22117685",17,2,62,63,228,119,2,18,240.17
2022,"IAH4","IA","Ames","IA2022","MOG/LH244","G2F_Main",726,"G2F22117686",17,2,62,68,262,127,5,21.2,174.01
2022,"IAH4","IA","Ames","IA2022","PHB47/PHZ51","G2F_Main",727,"G2F22117687",17,2,62,63,238,90,1,14.9,190.43
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHN46_0009/LH244","G2F_Main",728,"G2F22117688",17,2,61,63,221,96,0,16.1,86.94
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0033/LH244","G2F_Main",729,"G2F22117689",17,2,60,63,241,92,0,17.5,204.57
2022,"IAH4","IA","Ames","IA2022","W10010_0032/LH244","G2F_Main",730,"G2F22117690",17,2,62,64,251,105,1,17.3,240.91
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0032/LH244","G2F_Main",731,"G2F22117691",17,2,59,62,233,105,1,17.3,181.75
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHN46_0003/LH244","G2F_Main",732,"G2F22117692",17,2,61,64,243,115,0,18,200.23
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHN46_0004/LH244","G2F_Main",733,"G2F22117693",17,2,62,64,229,106,0,16.8,185.13
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_LH212HT_0010/LH244","G2F_Main",734,"G2F22117694",17,2,60,63,240,110,1,18.9,206.39
2022,"IAH4","IA","Ames","IA2022","BGEM-0089-N/LH244","G2F_Main",735,"G2F22117695",17,2,62,65,247,122,1,16.9,180.01
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHK76_0007/LH244","G2F_Main",736,"G2F22117696",17,2,60,61,212,95,1,16.2,151.55
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0036/LH244","G2F_Main",737,"G2F22117697",17,2,59,61,204,96,0,17.4,179.97
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHK76_0038/LH244","G2F_Main",738,"G2F22117698",17,2,61,62,253,118,0,17.1,169.55
2022,"IAH4","IA","Ames","IA2022","LH244/PHK76","G2F_Main",739,"G2F22117699",17,2,60,61,240,116,0,16.3,162.82
2022,"IAH4","IA","Ames","IA2022","NC512/LH244","G2F_Main",740,"G2F22117700",17,2,66,70,257,138,1,19.8,234.22
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0045/LH244","G2F_Main",741,"G2F22117701",18,2,61,63,246,111,0,17.9,144.85
2022,"IAH4","IA","Ames","IA2022","NC426/LH244","G2F_Main",742,"G2F22117702",18,2,68,70,179,127,1,22.8,223.02
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHJ89_0013/LH244","G2F_Main",743,"G2F22117703",18,2,60,63,214,71,0,19.9,205.62
2022,"IAH4","IA","Ames","IA2022","GEMN-0178/LH244","G2F_Main",744,"G2F22117704",18,2,63,66,250,125,3,20.4,287.24
2022,"IAH4","IA","Ames","IA2022","W10010_0148/LH244","G2F_Main",745,"G2F22117705",18,2,64,67,237,107,1,18.9,164.07
2022,"IAH4","IA","Ames","IA2022","PHW30_MO17-178-(2N)-01/LH244","G2F_Main",746,"G2F22117706",18,2,64,67,242,125,2,18.8,208.18
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHJ89_0011/LH244","G2F_Main",747,"G2F22117707",18,2,62,65,250,122,0,16.9,210.26
2022,"IAH4","IA","Ames","IA2022","PHN11_LH145_0085/LH244","G2F_Main",748,"G2F22117708",18,2,62,66,250,110,0,15.7,140.04
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0004/LH244","G2F_Main",749,"G2F22117709",18,2,66,67,256,121,0,16.9,174.76
2022,"IAH4","IA","Ames","IA2022","BGEM-0124-N/LH244","G2F_Main",750,"G2F22117710",18,2,64,67,273,124,8,16.7,201.39
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_LH212HT_0026/LH244","G2F_Main",751,"G2F22117711",18,2,64,64,250,125,0,16.8,159.92
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHP02_0010/LH244","G2F_Main",752,"G2F22117712",18,2,70,71,278,130,0,18.5,172.34
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHN46_0001/LH244","G2F_Main",753,"G2F22117713",18,2,66,68,263,128,1,18.9,244.87
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_LH212HT_0018/LH244","G2F_Main",754,"G2F22117714",18,2,64,64,264,118,1,17.4,232.89
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHP02_0001/LH244","G2F_Main",755,"G2F22117715",18,2,64,66,256,110,0,19,216.28
2022,"IAH4","IA","Ames","IA2022","GEMN-0097/LH244","G2F_Main",756,"G2F22117716",18,2,63,65,263,123,0,18,236.89
2022,"IAH4","IA","Ames","IA2022","GEMN-0187/LH244","G2F_Main",757,"G2F22117717",18,2,65,66,243,127,0,18.7,227.17
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0012/LH244","G2F_Main",758,"G2F22117718",18,2,60,62,272,140,0,17.4,159.46
2022,"IAH4","IA","Ames","IA2022","MM501D/LH244","G2F_Main",759,"G2F22117719",18,2,62,65,210,95,1,18.3,185.31
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHJ89_0022/LH244","G2F_Main",760,"G2F22117720",18,2,62,65,247,110,0,18.2,215.23
2022,"IAH4","IA","Ames","IA2022","PH207/LH244","G2F_Main",761,"G2F22117721",19,2,59,64,249,118,0,17.4,187.18
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHJ89_0026/LH244","G2F_Main",762,"G2F22117722",19,2,62,64,200,100,0,17.3,197.76
2022,"IAH4","IA","Ames","IA2022","W10005_0147/LH244","G2F_Main",763,"G2F22117723",19,2,60,64,239,126,0,18.2,180.55
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHJ89_0006/LH244","G2F_Main",764,"G2F22117724",19,2,62,63,210,82,1,17.8,196.74
2022,"IAH4","IA","Ames","IA2022","B14A/OH43","G2F_Main",765,"G2F22117725",19,2,62,64,248,130,4,22.8,182.17
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHN46_0008/LH244","G2F_Main",766,"G2F22117726",19,2,60,61,225,96,1,16.3,192.49
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHJ89_0029/LH244","G2F_Main",767,"G2F22117727",19,2,62,63,259,94,0,17.7,195.85
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHP02_0013/LH244","G2F_Main",768,"G2F22117728",19,2,61,63,214,98,0,15.6,206.09
2022,"IAH4","IA","Ames","IA2022","LH244/PHK76","G2F_Main",769,"G2F22117729",19,2,59,61,271,140,0,16.5,159.79
2022,"IAH4","IA","Ames","IA2022","NC456/LH244","G2F_Main",770,"G2F22117730",19,2,68,71,205,88,0,22.6,233.54
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHJ89_0006/LH244","G2F_Main",773,"G2F22117733",19,2,63,66,253,130,1,18.7,238.72
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHK76_0013/LH244","G2F_Main",774,"G2F22117734",19,2,61,62,246,109,0,18.7,213.83
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHJ89_0006/LH244","G2F_Main",775,"G2F22117735",19,2,62,64,228,98,2,17.3,200.72
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHP02_0025/LH244","G2F_Main",776,"G2F22117736",19,2,61,62,240,90,0,17.4,230.46
2022,"IAH4","IA","Ames","IA2022","MBS3755GTCBLL/MBS8488DC RIB","G2F_Main",777,"G2F22117737",19,2,63,63,230,108,0,16.5,269.34
2022,"IAH4","IA","Ames","IA2022","W10010_0294/LH244","G2F_Main",778,"G2F22117738",19,2,62,63,246,108,0,17.6,93.36
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHJ89_0005/LH244","G2F_Main",779,"G2F22117739",19,2,62,63,258,123,0,17.7,214.73
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHK76_0031/LH244","G2F_Main",780,"G2F22117740",19,2,61,61,230,112,2,17.3,203.5
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHN46_0008/LH244","G2F_Main",781,"G2F22117741",20,2,64,65,251,119,0,16.9,156.75
2022,"IAH4","IA","Ames","IA2022","GEMN-0238/LH244","G2F_Main",782,"G2F22117742",20,2,62,65,241,100,2,18.4,272.22
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0005/LH244","G2F_Main",783,"G2F22117743",20,2,59,61,211,90,0,15.6,193.66
2022,"IAH4","IA","Ames","IA2022","PHJ89/LH244","G2F_Main",784,"G2F22117744",20,2,60,62,241,110,0,17,190.01
2022,"IAH4","IA","Ames","IA2022","PHW30_MO17-095-(2N)-01/LH244","G2F_Main",785,"G2F22117745",20,2,64,67,251,129,0,18.8,216.73
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHJ89_0002/LH244","G2F_Main",786,"G2F22117746",20,2,59,62,247,115,1,18.3,189.52
2022,"IAH4","IA","Ames","IA2022","M162W/LH244","G2F_Main",787,"G2F22117747",20,2,62,66,241,123,0,19,170.43
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHN46_0001/LH244","G2F_Main",788,"G2F22117748",20,2,61,64,212,88,0,17.1,167.36
2022,"IAH4","IA","Ames","IA2022","B37/H95","G2F_Main",789,"G2F22117749",20,2,62,68,240,116,12,18.4,175.39
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0012/LH244","G2F_Main",790,"G2F22117750",20,2,61,64,222,103,0,15.7,170.1
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHJ89_0017/LH244","G2F_Main",791,"G2F22117751",20,2,63,65,237,125,0,16.2,185.84
2022,"IAH4","IA","Ames","IA2022","CG44/CGR01","G2F_Main",792,"G2F22117752",20,2,57,58,200,85,0,15.2,142.56
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHJ89_0002/LH244","G2F_Main",793,"G2F22117753",20,2,64,65,245,104,0,18.3,257.26
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHN46_0014/LH244","G2F_Main",794,"G2F22117754",20,2,61,62,254,128,0,16.8,203.33
2022,"IAH4","IA","Ames","IA2022","MO44_PHG47_0072/LH244","G2F_Main",795,"G2F22117755",20,2,61,63,223,102,0,17.4,196.22
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHJ89_0010/LH244","G2F_Main",796,"G2F22117756",20,2,60,61,214,82,0,18.7,194.24
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_LH212HT_0021/LH244","G2F_Main",797,"G2F22117757",20,2,63,64,233,99,2,18,245.95
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHN46_0018/LH244","G2F_Main",798,"G2F22117758",20,2,63,66,248,130,0,17.7,233.95
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHN46_0005/LH244","G2F_Main",799,"G2F22117759",20,2,63,65,233,114,0,16.4,149.6
2022,"IAH4","IA","Ames","IA2022","PHN11_PHW65_0312/LH244","G2F_Main",800,"G2F22117760",20,2,63,66,223,107,0,16.5,184.92
2022,"IAH4","IA","Ames","IA2022","PH24E/LH244","G2F_Main",801,"G2F22117761",1,3,64,65,220,100,0,17.3,213.94
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_LH212HT_0034/LH244","G2F_Main",802,"G2F22117762",1,3,65,67,260,122,0,16.5,211.97
2022,"IAH4","IA","Ames","IA2022","PHJ89/LH244","G2F_Main",803,"G2F22117763",1,3,62,63,234,102,0,16.9,184.03
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHK76_0018/LH244","G2F_Main",804,"G2F22117764",1,3,63,64,247,119,1,16.1,209.37
2022,"IAH4","IA","Ames","IA2022","W10001_0009/LH244","G2F_Main",805,"G2F22117765",1,3,60,64,220,104,0,18.5,173.28
2022,"IAH4","IA","Ames","IA2022","LH287/LH244","G2F_Main",806,"G2F22117766",1,3,61,63,238,93,0,17.8,252.86
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0011/LH244","G2F_Main",807,"G2F22117767",1,3,59,61,223,90,0,16.9,190.15
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHP02_0007/LH244","G2F_Main",808,"G2F22117768",1,3,62,64,219,79,0,17,204.07
2022,"IAH4","IA","Ames","IA2022","TX777/LH195","G2F_Main",809,"G2F22117769",1,3,77,80,249,125,0,28.4,162.03
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0008/LH244","G2F_Main",811,"G2F22117771",1,3,59,61,204,102,0,17.8,197.69
2022,"IAH4","IA","Ames","IA2022","W10005_0111/LH244","G2F_Main",812,"G2F22117772",1,3,60,64,198,88,1,18.5,199.78
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHK76_0002/LH244","G2F_Main",813,"G2F22117773",1,3,60,62,219,105,3,16.5,181.58
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0012/LH244","G2F_Main",814,"G2F22117774",1,3,60,63,221,87,0,17.6,208.14
2022,"IAH4","IA","Ames","IA2022","PHW30_MO17-129-(2N)-01/LH244","G2F_Main",815,"G2F22117775",1,3,62,65,249,100,0,18.7,182.18
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0001/LH244","G2F_Main",816,"G2F22117776",1,3,62,64,265,136,1,17.5,264.29
2022,"IAH4","IA","Ames","IA2022","PHJ40/PHAJ0","G2F_Main",817,"G2F22117777",1,3,58,58,198,95,0,15.4,148.01
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHJ89_0001/LH244","G2F_Main",818,"G2F22117778",1,3,61,64,221,89,0,16.4,171.94
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHP02_0030/LH244","G2F_Main",819,"G2F22117779",1,3,62,63,238,112,0,17.9,222.15
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0002/LH244","G2F_Main",820,"G2F22117780",1,3,61,63,245,122,0,17.2,183.02
2022,"IAH4","IA","Ames","IA2022","TX779/LH195","G2F_Main",821,"G2F22117781",2,3,82,95,261,152,0,27.7,44.42
2022,"IAH4","IA","Ames","IA2022","MO44_LH145_0127/LH244","G2F_Main",822,"G2F22117782",2,3,61,63,227,126,4,18.2,171.25
2022,"IAH4","IA","Ames","IA2022","NC524/LH244","G2F_Main",823,"G2F22117783",2,3,66,66,274,148,0,18,219.29
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_LH212HT_0033/LH244","G2F_Main",824,"G2F22117784",2,3,63,65,236,119,2,18.5,186.23
2022,"IAH4","IA","Ames","IA2022","MO44_PHG47_0125/LH244","G2F_Main",825,"G2F22117785",2,3,62,63,235,100,0,18.8,194.52
2022,"IAH4","IA","Ames","IA2022","LH216/LH244","G2F_Main",826,"G2F22117786",2,3,62,64,259,127,1,18.1,210.75
2022,"IAH4","IA","Ames","IA2022","PHP02/LH244","G2F_Main",827,"G2F22117787",2,3,60,61,224,101,2,18.1,179.13
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_LH212HT_0018/LH244","G2F_Main",828,"G2F22117788",2,3,62,63,234,130,1,18.7,210.66
2022,"IAH4","IA","Ames","IA2022","B14A/OH43","G2F_Main",829,"G2F22117789",2,3,63,66,249,129,8,23.9,137.22
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHK76_0014/LH244","G2F_Main",830,"G2F22117790",2,3,61,63,198,78,0,18.6,159.8
2022,"IAH4","IA","Ames","IA2022","PHN11_OH43_0088/LH244","G2F_Main",831,"G2F22117791",2,3,61,65,213,94,0,21.4,183.9
2022,"IAH4","IA","Ames","IA2022","W10001_0047/LH244","G2F_Main",832,"G2F22117792",2,3,62,64,226,117,0,18.4,164.57
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHN46_0010/LH244","G2F_Main",833,"G2F22117793",2,3,61,62,224,84,1,15.4,182.01
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHK76_0021/LH244","G2F_Main",834,"G2F22117794",2,3,60,61,231,90,2,16.5,188.78
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_LH212HT_0002/LH244","G2F_Main",835,"G2F22117795",2,3,61,62,242,110,0,19.3,209.62
2022,"IAH4","IA","Ames","IA2022","B97/LH244","G2F_Main",836,"G2F22117796",2,3,61,64,240,100,3,19.2,250.34
2022,"IAH4","IA","Ames","IA2022","GEMN-0097_PHK76_0032/LH244","G2F_Main",837,"G2F22117797",2,3,59,62,231,97,0,17.9,183.37
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0019/LH244","G2F_Main",838,"G2F22117798",2,3,60,63,227,93,1,16.9,190.67
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHP02_0002/LH244","G2F_Main",839,"G2F22117799",2,3,62,64,265,130,0,17.8,216.8
2022,"IAH4","IA","Ames","IA2022","MO17_PHW30-200-(2N)-02/LH244","G2F_Main",840,"G2F22117800",2,3,64,67,248,132,2,20.6,260.37
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHK76_0007/LH244","G2F_Main",841,"G2F22117801",3,3,61,63,239,104,0,19.3,208.35
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_LH212HT_0024/LH244","G2F_Main",842,"G2F22117802",3,3,64,66,251,112,0,20.9,162.52
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHN46_0001/LH244","G2F_Main",843,"G2F22117803",3,3,63,64,242,111,0,17.2,201.66
2022,"IAH4","IA","Ames","IA2022","W10010_0170/LH244","G2F_Main",844,"G2F22117804",3,3,62,64,227,117,1,17.6,243.86
2022,"IAH4","IA","Ames","IA2022","CG119/CG108","G2F_Main",845,"G2F22117805",3,3,53,53,181,62,0,12.9,31.52
2022,"IAH4","IA","Ames","IA2022","W10001_0022/LH244","G2F_Main",846,"G2F22117806",3,3,60,63,236,87,0,17.7,179.14
2022,"IAH4","IA","Ames","IA2022","PHW30/LH244","G2F_Main",847,"G2F22117807",3,3,62,66,254,119,0,18.2,186.06
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_LH212HT_0005/LH244","G2F_Main",848,"G2F22117808",3,3,64,66,245,109,1,17.2,231.1
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHN46_0005/LH244","G2F_Main",849,"G2F22117809",3,3,67,69,233,116,0,20.3,277.79
2022,"IAH4","IA","Ames","IA2022","NC374/LH244","G2F_Main",850,"G2F22117810",3,3,71,72,239,115,0,21.5,200.68
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHJ89_0017/LH244","G2F_Main",851,"G2F22117811",3,3,64,67,243,115,0,17.6,214.03
2022,"IAH4","IA","Ames","IA2022","PHN11/LH244","G2F_Main",852,"G2F22117812",3,3,62,64,210,109,0,17.2,139.03
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHP02_0002/LH244","G2F_Main",853,"G2F22117813",3,3,62,64,228,124,0,16.4,195.16
2022,"IAH4","IA","Ames","IA2022","BGEM-0124-N/LH244","G2F_Main",854,"G2F22117814",3,3,62,66,253,126,1,17.8,202.1
2022,"IAH4","IA","Ames","IA2022","GEMN-0096_PHN46_0013/LH244","G2F_Main",855,"G2F22117815",3,3,67,69,277,145,0,17,236.03
2022,"IAH4","IA","Ames","IA2022","GEMN-0192_PHK76_0010/LH244","G2F_Main",856,"G2F22117816",3,3,61,63,243,122,0,16.5,235.34
2022,"IAH4","IA","Ames","IA2022","W10002_0002/LH244","G2F_Main",857,"G2F22117817",3,3,61,72,218,100,0,17.5,213.08
2022,"IAH4","IA","Ames","IA2022","GEMN-0225_PHN46_0003/LH244","G2F_Main",858,"G2F22117818",3,3,66,67,230,118,1,18.4,242.17
